Gen	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	t_n16	t_n17	mu	sigma2	lnL
94505000	149.6562674	98.6442034	84.2746581	82.1341136	62.5239990	29.1842880	13.3764938	6.5165645	0.0084545	0.0160907	-9.795
94510000	150.0021687	91.8968335	79.6665638	76.5930458	58.6592577	20.8480666	11.1094189	6.3356336	0.0071000	0.0085092	-9.691
94515000	154.1498452	94.5304071	82.3939924	80.4155683	61.7525951	26.3806927	12.0050205	6.4862483	0.0024628	0.0047327	-8.548
94520000	155.2068980	96.3701333	87.6598379	85.1362302	62.5358042	25.1330136	11.1660640	5.6465956	0.0055368	0.0082119	-9.658
94525000	150.7766085	100.6150221	86.2134835	83.5986929	59.2360712	21.9353206	9.6379163	4.5267187	0.0024700	0.0075785	-5.990
94530000	152.9730338	100.1414245	88.1601598	85.4110916	62.6908757	25.0583134	9.6099571	4.9659024	0.0049350	0.0072749	-10.277
94535000	164.8916087	101.3017312	88.9806841	85.8063573	63.6398966	21.6722222	10.0873798	5.2963694	0.0058804	0.0042483	-7.360
94540000	152.5823874	95.6297249	82.5379248	78.8208164	61.2045850	23.7895367	9.5212323	5.2815691	0.0076086	0.0089054	-5.707
94545000	159.0044182	95.5897058	84.0264193	81.5524664	64.3876766	22.3228946	8.0352393	4.4945985	0.0035957	0.0082145	-5.650
94550000	152.2671845	100.1446313	88.1350795	85.6217177	61.2326427	24.2519693	10.4583321	5.7613721	0.0109725	0.0049948	-3.155
94555000	163.4991643	95.8357881	86.6014932	83.9199270	62.9857767	24.1339593	8.6542552	4.3334487	0.0037136	0.0063270	-8.906
94560000	162.4425269	91.9039101	81.1777088	79.4293534	63.6719966	23.1098327	9.0787545	4.4982598	0.0062662	0.0058951	-6.596
94565000	155.3013827	92.4266321	78.2676902	76.3217099	58.9103165	23.5286651	13.1684310	5.1881705	0.0089888	0.0137878	-4.678
94570000	161.0303766	91.3509015	78.6671659	75.9611221	61.5488701	26.8758177	13.4806724	6.7657545	0.0036663	0.0070933	-9.945
94575000	164.5278107	97.4677933	83.1871105	80.1845366	62.5863759	24.1169530	10.6120926	5.4601990	0.0080367	0.0035042	-11.464
94580000	151.1446562	99.1776791	86.0612988	83.8092964	63.6382648	21.6572310	9.2842719	5.2315901	0.0038713	0.0083986	-3.826
94585000	153.6544289	98.0570883	83.5969505	80.4887839	61.2540483	24.1165905	9.8161801	5.3001823	0.0065099	0.0027414	-6.599
94590000	152.3326259	96.7666438	86.3655783	83.8799791	65.4951828	21.8056414	11.5953796	5.8731217	0.0038776	0.0096521	-5.202
94595000	151.3586491	94.2723939	79.3661679	76.1861800	58.8266832	22.4954345	10.1979108	4.8900518	0.0042584	0.0032079	-12.893
94600000	160.3948518	98.5811259	86.1621200	83.1853971	62.9022708	24.5258490	10.4355127	5.4765076	0.0056325	0.0059224	-7.239
94605000	153.6766917	96.9329452	87.2196951	84.9747385	65.8383334	23.4422620	11.2214042	6.4576696	0.0052523	0.0065850	-2.969
94610000	152.8625797	91.5937029	80.1079695	77.1010079	60.7520121	23.9889135	8.3395288	4.3519738	0.0283685	0.0129703	-8.140
94615000	152.2832106	94.6400471	84.0355145	81.6905443	65.1061780	25.0621176	8.8760815	4.9644714	0.0057336	0.0122917	-8.214
94620000	162.8251998	90.8597511	81.7453650	79.8794580	63.2980598	21.6076482	9.5986406	5.0557855	0.0109978	0.0095479	-7.607
94625000	166.1413015	90.9716828	82.7557380	81.1367479	64.3268787	22.8644409	10.2039896	5.4650141	0.0065053	0.0041714	-4.935
94630000	153.1444402	95.7985766	84.7461198	82.3890535	63.5840429	20.8478441	8.9524031	4.7166974	0.0043256	0.0039129	-8.177
94635000	151.6205793	91.8569900	85.4814151	83.4304638	58.4025368	25.3074026	9.8379570	4.8879524	0.0028636	0.0157067	-5.031
94640000	165.9567893	102.0030719	86.3294095	82.3872414	59.4354796	24.1542286	9.7903276	5.3504722	0.0028408	0.0030312	-5.641
94645000	151.1896738	93.0886178	84.8051346	82.9211464	63.2148770	27.7874099	11.4193237	6.1899538	0.0329900	0.0171233	-2.695
94650000	163.8483743	98.5077492	89.8074773	86.3061536	60.8012480	22.8854738	11.1852264	5.9936905	0.0548437	0.0126435	-8.016
94655000	158.5745044	94.2789027	81.9199977	80.3371586	65.7983092	27.7827852	13.7342824	6.9337962	0.0091583	0.0154293	-5.570
94660000	162.1386326	94.9537789	80.9681631	78.7780156	64.5211191	23.4468543	11.1676389	5.8202873	0.0053012	0.0080774	-4.273
94665000	165.8186614	93.4144332	80.3606918	78.5171990	62.0052110	23.8255261	11.2991900	5.7845457	0.0068623	0.0092001	-4.526
94670000	154.5169523	94.4047868	85.9106738	83.8917039	64.8008758	28.9573710	15.1445616	8.4393121	0.0128539	0.0132316	-6.849
94675000	163.4389022	92.7979031	81.6902736	79.5102698	58.0135181	24.8357180	11.7651428	6.5880301	0.0051166	0.0093269	-9.401
94680000	155.5365492	94.0850118	83.7489614	81.0761172	63.1969487	22.2733204	11.1276662	6.1402129	0.0071320	0.0079844	-7.095
94685000	152.9548526	92.4078926	81.6639677	79.1913705	59.5957478	21.9419467	10.5425333	6.1142662	0.0041260	0.0104948	-12.182
94690000	155.0338311	93.5295916	82.8522217	80.3959930	64.1112233	21.1908327	10.9135990	5.9953982	0.0097766	0.0089984	-6.674
94695000	160.4421744	100.7444032	83.9151756	82.5107294	64.9960269	22.0381283	7.5790234	4.5995138	0.0043611	0.0299631	-4.302
94700000	161.2150740	98.1567297	87.9085776	85.4076053	63.3827959	21.7329464	8.3286828	4.4896116	0.0030056	0.0038379	-4.801
94705000	155.2967636	95.9106696	81.5756621	78.8338549	63.6977100	26.1646538	7.5864651	3.8847362	0.0145191	0.0220425	-7.778
94710000	163.3256211	100.0205167	87.8518578	85.5527960	59.0245211	21.3451966	10.6133524	5.5130455	0.0059296	0.0047272	-6.742
94715000	156.1962741	98.9094399	86.7581305	84.5955883	61.1054667	24.2884172	8.1152485	3.8898452	0.0084768	0.0298055	-8.825
94720000	151.9306791	96.0029854	82.0951612	79.4533986	64.5881749	25.6302061	10.8686444	5.5535337	0.0115433	0.0176254	-3.351
94725000	156.8810016	102.0485480	85.9437484	82.9155922	59.8964004	21.7780042	9.5620342	5.3077817	0.0018057	0.0034060	-7.270
94730000	156.5072736	92.6497435	85.3499003	83.1895433	64.6524934	24.6960178	9.9048645	4.4778491	0.0067966	0.0107954	-7.303
94735000	155.4475223	95.8362960	85.4961022	83.1246722	65.8392816	25.7871303	12.5769463	6.3602645	0.0057963	0.0065135	-7.663
94740000	150.8947047	92.6176228	83.8752985	81.8000875	66.1229148	24.7475894	9.6754066	4.4870446	0.0068723	0.0096950	-6.486
94745000	153.9739897	93.8159986	83.8292442	81.9220110	60.9001604	21.5074646	9.3747644	5.4136673	0.0039656	0.0112566	-6.933
94750000	155.0882380	96.8427013	86.2677696	84.1129849	65.8742751	21.6827728	8.9271934	4.4350773	0.0053793	0.0047498	-11.613
94755000	150.8806897	92.4503781	82.2209645	79.8189148	60.4047403	22.8305220	9.8338923	5.3528235	0.0081290	0.0049036	-8.117
94760000	153.4803827	101.3639917	90.4672759	87.6541696	65.7250903	24.8876208	8.6126400	4.2095762	0.0039837	0.0090088	-7.847
94765000	159.8628049	99.7877915	90.0398804	87.9360545	63.4814036	22.3605171	7.6550487	4.2179517	0.0019045	0.0055004	-3.116
94770000	156.4272154	97.8445887	87.7910582	85.3617405	65.1598199	20.9402317	8.8498623	4.5699216	0.0054069	0.0067789	-7.956
94775000	157.3826827	100.4260573	89.4411044	86.9434403	61.8025674	23.0649426	9.7731275	5.1679072	0.0029657	0.0032461	-11.838
94780000	159.5585581	97.2939855	84.8260984	81.7157151	58.6543336	23.0657034	10.3260749	5.1927922	0.0081288	0.0118795	-11.463
94785000	164.0097180	93.0982569	82.3079403	80.0664604	62.1019469	22.2654958	10.9039892	6.1397047	0.0085855	0.0046611	-13.249
94790000	153.8261813	95.4361150	82.4907776	80.7437877	59.7467172	21.3501498	10.2396931	6.2529713	0.0099811	0.0288994	-4.862
94795000	150.8561356	95.2560415	85.5730245	83.8378370	64.9184738	22.7475355	9.5552055	4.7373277	0.0086254	0.0065198	-10.477
94800000	166.0789341	94.1665045	84.9118539	82.5718078	65.7586167	24.7932703	12.5680963	6.1125850	0.0029249	0.0085697	-7.740
94805000	160.2204217	97.2853694	79.5227682	77.3307853	62.5935107	23.8551599	13.3260451	7.4267115	0.0137297	0.0127643	-2.760
94810000	166.9902187	95.7508077	82.9131577	80.1838473	66.0534855	24.2851117	12.7448890	7.7835558	0.0115824	0.0082767	-5.416
94815000	168.0825289	92.7017234	79.4475482	77.0302231	59.6685977	22.4541760	10.8586250	5.9564614	0.0138399	0.0057549	-6.476
94820000	161.3171488	100.3968080	88.3937399	86.0688707	59.8845182	21.7001029	10.6595045	5.9808501	0.0062759	0.0101393	-5.734
94825000	163.4417236	99.4291183	87.7032810	85.2650040	65.7300159	22.8231913	9.6458064	4.4418407	0.0040173	0.0085221	-9.264
94830000	159.2143114	100.2545400	88.7449350	86.0908362	64.8836723	23.8555520	10.8618435	5.7255888	0.0041524	0.0037111	-7.159
94835000	161.4323625	100.6282888	86.2655977	83.7000020	64.9613619	22.9614120	9.8867609	5.5865359	0.0080914	0.0061604	-7.421
94840000	153.6883792	99.8426134	88.4135340	85.7312493	65.3344479	23.0773490	8.7650731	4.7101324	0.0058493	0.0078422	-6.441
94845000	156.1245092	94.8945029	81.4580841	78.9036760	61.1123678	24.4604123	10.2696023	5.6919799	0.0045828	0.0102011	-4.914
94850000	165.0288709	97.3273956	82.1609718	79.5002997	58.2898875	28.7174365	14.7306299	7.5014012	0.0022109	0.0106281	-5.448
94855000	152.6553256	95.6942270	80.8794553	78.9902389	63.8922332	27.9864259	11.7001915	4.8203204	0.0057557	0.0106160	-4.118
94860000	150.9337552	92.7512602	82.6127491	79.8574781	65.0061058	25.5763713	13.7186453	6.4993512	0.0030235	0.0113881	-4.496
94865000	153.3717289	91.7260490	82.2925664	79.8419606	58.1818905	23.6462195	13.7560895	7.3969786	0.0078583	0.0076683	-4.567
94870000	152.6748561	94.0253655	86.5395363	84.8547264	65.1407262	27.5880177	13.7075268	7.7110605	0.0061307	0.0090193	-7.891
94875000	156.2748264	98.7716852	81.8251541	78.9580932	65.7750283	24.9340213	16.5707706	9.3322733	0.0213848	0.0201876	-5.731
94880000	150.0506690	97.2613321	80.0840898	77.5178262	63.6365269	27.5090491	16.7874748	7.3226040	0.0021783	0.0071080	-6.357
94885000	150.6425796	94.1627963	84.6211168	82.2467203	65.6016325	27.9224821	11.8006148	6.1391790	0.0125984	0.0100807	-12.728
94890000	156.1156370	94.3184578	83.4812010	80.7020841	60.6438260	22.5951753	11.5415168	5.9326656	0.0084272	0.0082280	-9.269
94895000	165.5274711	91.2622414	79.1930623	76.6010023	59.7452912	22.7342550	13.0831494	6.6386561	0.0066422	0.0151397	-7.955
94900000	156.1226331	92.8300467	83.7665683	81.1803288	65.2370684	24.7763108	12.6480044	7.1390547	0.0210375	0.0118991	-4.530
94905000	153.7089296	93.5100873	80.2750365	77.4975771	59.1513631	23.1973076	12.6267413	7.2092258	0.0091784	0.0092642	-12.212
94910000	160.9808462	91.3015433	82.0755367	79.3238545	59.4929515	26.3111095	12.8915684	6.6399954	0.0075783	0.0072169	-4.898
94915000	150.5868168	96.0286712	84.9243402	83.0743833	58.5561884	22.8022312	12.1647550	6.8312452	0.0134906	0.0193189	-14.395
94920000	166.7220800	100.9624819	91.7373598	89.7140781	64.2685437	28.5385524	14.5739167	7.3020423	0.0069117	0.0084888	-8.812
94925000	151.1424691	95.0605662	82.4253903	79.4194851	60.5014568	25.9514090	13.0360973	6.9738953	0.0095749	0.0100840	-6.733
94930000	152.6638602	97.1826612	88.3393273	85.3850441	61.5165903	26.0962871	14.5744830	7.9857005	0.0032054	0.0084442	-5.794
94935000	150.1993976	101.9358771	92.8474501	89.9459307	65.7805211	28.8402092	13.8160600	7.5964312	0.0089747	0.0104417	-5.978
94940000	162.1522544	100.3655742	90.7784692	87.2357960	65.4813244	22.7072832	9.1361484	4.7342156	0.0069918	0.0118003	-5.953
94945000	151.0872271	91.9321600	80.3154369	78.1728783	61.8128267	22.5027204	11.1689270	6.3471279	0.0034302	0.0041622	-3.408
94950000	165.0760638	95.6748741	84.7164954	81.9983857	58.6851688	21.8931759	8.1318335	4.0567518	0.0047223	0.0026637	-2.267
94955000	159.6580539	98.1823418	85.0280985	82.5389083	62.9352116	20.9721295	9.2803116	4.6755685	0.0055648	0.0040958	-6.477
94960000	163.2309530	97.5960552	87.2291430	84.3599918	59.9523144	21.2772899	8.7771370	4.4446121	0.0084091	0.0092431	-14.639
94965000	160.0180044	94.9018109	83.5202532	81.3852827	65.8183152	21.4164268	10.0948979	5.7031616	0.0092509	0.0090711	-4.276
94970000	163.0749299	96.1098266	85.4024209	82.0029786	64.4721008	24.0967721	9.1630630	5.3774985	0.0050900	0.0052900	-10.687
94975000	155.5431286	92.7204241	77.8852566	74.7840148	60.5285319	22.4505926	9.6983587	4.0726903	0.0140130	0.0227328	-3.668
94980000	164.6311931	95.1885078	82.4830952	79.5252146	60.8633902	22.7305409	10.4164594	5.5317111	0.0039817	0.0034202	-5.690
94985000	162.1740163	91.5757819	81.4053500	78.8781289	63.9209902	21.4084385	8.7125549	4.2776723	0.0037594	0.0047213	-11.680
94990000	157.3563583	94.9686611	81.7239197	78.7456067	59.8412734	23.5701671	10.3439254	5.6411510	0.0032524	0.0029145	-12.687
94995000	162.7796419	94.6276386	84.1227846	82.3401819	65.1812067	26.3782827	11.4882774	5.9042821	0.0034094	0.0035766	-7.377
95000000	150.0697159	91.7051262	79.2002900	76.7792164	62.0541754	22.6264525	10.7601238	5.5307943	0.0090496	0.0048409	-6.162
95005000	150.0153025	93.9066312	85.4393132	83.0876224	64.8014380	24.3893022	10.1886029	5.4612965	0.0055021	0.0023711	-6.750
95010000	163.5886454	98.5603656	85.4092273	83.0812488	61.6546828	23.5332572	11.4735449	5.9662567	0.0069511	0.0124627	-9.147
95015000	151.1040241	96.1485239	84.6173820	82.0938253	62.8376093	26.6097053	10.4375192	4.7878439	0.0036917	0.0060089	-14.915
95020000	158.3899217	92.2063443	79.8105157	76.6291972	61.5296893	21.5130170	10.6033259	5.2093954	0.0104309	0.0066134	-4.303
95025000	159.0454703	94.3440968	81.6783255	79.2102844	61.3791284	24.9423835	10.6652065	5.3495059	0.0045941	0.0065362	-8.745
95030000	153.5600558	92.0498225	83.4697928	81.3927674	63.5902427	23.5375378	10.2788258	4.8987675	0.0050268	0.0041929	-5.390
95035000	163.9722227	102.3088143	88.5694497	85.1078406	61.9152392	22.9028829	10.1063982	5.4286499	0.0040559	0.0021879	-5.884
95040000	160.4849161	101.3427450	91.8806338	89.3186855	63.6595757	25.7550690	11.8826327	7.3511353	0.0051969	0.0064150	-10.694
95045000	150.8411190	97.9066914	85.8835723	83.4757811	65.8426588	21.7289888	9.5780995	5.9144227	0.0063061	0.0084919	-12.212
95050000	161.6706022	97.1330265	88.8775482	85.9816645	61.0560912	22.8524750	9.1382072	4.2971487	0.0049978	0.0080006	-5.225
95055000	155.8632393	94.6890005	82.4547444	79.0563760	60.4684666	26.9245200	10.1377986	4.9150613	0.0043746	0.0065409	-7.929
95060000	159.5025575	96.9153244	84.8935285	82.5755848	63.4313836	24.6599592	11.2768788	5.6875358	0.0027598	0.0032773	-11.934
95065000	156.4651058	98.7146208	90.0783386	87.5663677	64.4943611	23.4311939	9.4443344	5.0174908	0.0129511	0.0092159	-9.319
95070000	160.5275621	92.0024563	83.5679536	80.9036608	64.8781255	28.4790029	12.9865692	6.3530115	0.0013429	0.0096793	-8.788
95075000	152.0186211	96.2078780	81.5713101	79.2321089	58.8506056	26.7315345	11.8141536	6.1659285	0.0027081	0.0090119	-7.463
95080000	160.2017174	99.1540210	83.8502197	81.1487599	65.8808990	24.6008133	13.5202212	7.0238560	0.0032547	0.0042260	-4.194
95085000	159.7541455	94.0174468	81.5895449	79.6657957	59.7197805	23.5425087	11.3509609	5.8190843	0.0026834	0.0105720	-9.111
95090000	156.8335299	98.4869986	84.2210195	82.2226030	65.5777946	23.0511817	10.6076825	5.9261344	0.0040605	0.0115401	-6.195
95095000	159.6285764	95.9560394	84.5999102	81.6901390	63.6181264	21.8447765	9.4716716	5.3062020	0.0036092	0.0021938	-9.181
95100000	161.3725608	100.1361261	84.9717761	82.1923198	63.9107860	23.0972062	9.5700380	4.5806118	0.0042255	0.0041328	-8.822
95105000	165.0508967	97.8717822	81.1854585	78.2515851	58.7110737	23.4700505	8.3545720	4.4745816	0.0026324	0.0119450	-6.055
95110000	160.1781709	95.3423934	76.7164720	74.5772907	61.4014008	21.4869224	9.7291120	5.0961464	0.0088586	0.0145701	-7.012
95115000	161.0403351	99.5054766	82.2715787	80.0841248	62.8604199	23.9470365	10.0945423	5.5624774	0.0116538	0.0060174	-7.495
95120000	159.8285697	91.6318642	76.4745350	74.2259364	60.7464550	22.2962187	7.8805949	4.2043171	0.0127754	0.0095718	-3.034
95125000	164.2973556	94.1840872	85.5313914	83.2460838	58.1752888	22.4965299	9.1547206	4.7221918	0.0065513	0.0187549	-15.569
95130000	156.6751008	99.0937328	85.0659884	81.7791056	64.7727728	21.8214722	9.1688041	4.7736735	0.0049692	0.0147117	-4.482
95135000	164.0072189	92.0887968	83.2185200	80.8661287	65.4789173	27.7769509	9.0828101	4.4725330	0.0187749	0.0121547	-6.106
95140000	151.9126086	93.5234201	85.4284251	83.7398833	64.7550831	22.5512960	10.0985190	5.2658918	0.0102398	0.0101727	-4.656
95145000	156.0108703	92.4338786	81.9569585	79.9763598	63.4853747	25.2774496	12.0613972	6.6149139	0.0047595	0.0068165	-6.537
95150000	149.5676108	90.5298949	74.2120541	71.3999254	59.2625284	22.8507643	9.3852948	4.1804054	0.0034554	0.0079709	-6.536
95155000	167.0489874	91.4469805	84.1107576	81.6995146	65.3786602	21.6664639	9.9867498	5.4066448	0.0151031	0.0156290	-8.151
95160000	161.5700281	97.7931938	88.2554768	85.8486762	59.3309976	28.3474618	11.7078766	5.1415379	0.0108824	0.0124812	-4.865
95165000	161.2717838	100.6740213	88.2172972	85.6823297	62.2725651	23.8009626	9.9314770	4.9948060	0.0067110	0.0041045	-7.112
95170000	165.0653797	99.8810738	87.4222180	84.8320319	58.3608218	25.5268339	14.8756255	6.4317042	0.0139945	0.0300731	-4.884
95175000	151.2835940	101.1538231	92.3043692	89.1609782	64.7542492	27.4635573	13.5331130	7.4114833	0.0279713	0.0134948	-9.427
95180000	163.1968840	95.8725146	82.4214530	78.6466937	62.7527856	26.5488004	13.2363252	6.8659023	0.0051149	0.0069548	-14.937
95185000	151.1088720	91.7492668	83.4163431	81.7194812	65.7474227	29.1045956	19.4812957	9.1786288	0.0456794	0.0192671	-4.385
95190000	156.4180944	91.3568865	80.7267379	78.3092148	59.9517901	24.1519685	11.9027305	6.5905453	0.0034737	0.0030596	-7.748
95195000	166.1741454	92.5480332	79.7173143	77.6178793	61.4120555	22.6382043	12.6160335	6.9242984	0.0030145	0.0079800	-6.988
95200000	154.8948464	94.9795645	89.1402930	87.5055721	63.7988396	28.7023202	12.4099838	6.8806476	0.0085072	0.0253561	-6.871
95205000	153.1947026	97.1438702	84.4243113	81.7966908	61.6337029	24.4495795	11.8839601	6.5630053	0.0037912	0.0045381	-12.587
95210000	150.7322361	92.8627162	80.9332205	78.6873540	60.9093319	26.4709146	9.8596750	4.6794051	0.0057505	0.0112921	-7.063
95215000	160.8269742	90.1682271	77.9886368	76.1650530	63.7010771	27.8292630	10.0295689	4.6387557	0.0026434	0.0055133	-7.433
95220000	156.9565152	93.1300531	81.0604084	78.7704416	63.0666017	22.0791345	10.5842395	5.9091167	0.0038460	0.0043545	-6.818
95225000	164.6190022	96.1230463	86.6233672	84.1196161	66.0847051	27.1770700	11.6076048	5.5256544	0.0058388	0.0084836	-10.279
95230000	149.9949296	94.5666606	85.0700057	82.4203916	61.9319646	21.5730235	10.5230708	5.8068578	0.0049232	0.0072944	-7.303
95235000	165.0571276	94.9201322	85.2975955	81.9469546	60.5321538	23.0144192	11.5095050	5.8106980	0.0185371	0.0104106	-7.493
95240000	150.9064582	101.8449208	82.9872954	79.4456821	58.3853389	22.8221881	10.4190705	6.3213715	0.0183879	0.0241568	-7.607
95245000	151.0134943	94.1987358	87.7218313	86.2911103	63.8414994	22.4084784	10.0493258	5.1834840	0.0146577	0.0091221	-4.357
95250000	159.3465355	98.9737822	89.5971363	87.8541947	63.2103748	25.9863192	11.2461269	5.4286652	0.0212457	0.0249566	-5.150
95255000	164.7659943	93.8163767	84.4443930	82.1400230	63.7217685	24.4341194	8.6846030	4.7568887	0.0180895	0.0106560	-6.827
95260000	158.4617648	96.9029176	85.0638719	82.4962315	60.9289082	23.0874707	9.5496671	4.8578951	0.0046810	0.0053150	-9.661
95265000	150.3029130	96.8322295	85.2792554	83.2149028	62.6041460	22.2147152	9.1053855	4.3844067	0.0039767	0.0080480	-8.127
95270000	159.7515330	102.1316534	86.5519078	83.6438797	65.9514944	22.5555507	10.2985258	5.1829437	0.0109664	0.0107606	-6.933
95275000	154.7877532	97.0487838	84.7610533	81.8435177	62.1668090	22.4062692	9.7310363	5.3150145	0.0045385	0.0049911	-6.313
95280000	153.9656576	93.8466433	83.5549849	81.5259290	64.2395350	21.4524175	11.3551604	4.6699375	0.0094663	0.0080756	-5.640
95285000	156.7040129	98.8274567	88.8492237	86.1762376	63.0853357	22.0252319	10.8336985	5.0592669	0.0094394	0.0090528	-6.231
95290000	150.4548530	95.3999587	84.4870895	82.0470525	62.3749709	28.1049028	10.3840517	5.7460511	0.0078934	0.0141371	-8.901
95295000	152.6715085	94.6651066	84.4272657	81.1572036	65.0247484	23.6598804	11.5977380	6.6934044	0.0046501	0.0058023	-4.545
95300000	158.8851866	92.2352395	82.9365944	81.1098074	59.1108586	23.0129954	9.2789701	5.4365500	0.0088066	0.0097197	-3.171
95305000	167.1855898	93.1906426	83.8549421	81.8502850	63.3179137	25.7164439	11.7023883	6.1136645	0.0040051	0.0072483	-8.186
95310000	162.6458842	91.6206080	82.8506098	80.4419797	64.4255805	24.0856398	11.1419011	6.1944272	0.0099575	0.0053972	-8.081
95315000	164.3833723	93.0620556	80.2357402	76.8777979	59.3657362	21.7862130	10.9437682	6.4706572	0.0034285	0.0094105	-3.307
95320000	162.0676047	93.1007446	82.6069192	80.2223672	62.2778328	23.9811528	10.9349674	5.1082732	0.0023504	0.0063383	-8.557
95325000	166.7569408	93.7260278	79.6174389	76.7107771	58.8032225	21.4847791	9.9979497	6.4193245	0.0157742	0.0118156	-13.046
95330000	157.1988486	97.1011258	84.9615201	82.4093053	62.5204052	23.9083349	9.7651907	4.4640695	0.0018440	0.0044766	-6.645
95335000	164.1369804	98.5593409	85.8418649	83.0122421	61.4669210	23.4456708	8.2899619	4.3292963	0.0059701	0.0086909	-6.958
95340000	149.3383409	100.1736059	82.4014019	79.6011058	58.2242362	22.9049405	10.6933902	5.5610638	0.0036009	0.0067240	-9.597
95345000	161.5640850	95.2826294	86.5995653	84.4674847	65.5245239	22.6462026	10.5817619	6.0753968	0.0128631	0.0119248	-6.051
95350000	150.2784807	100.2051744	87.4126768	85.3391872	64.9694636	25.5242325	12.8947095	7.1265366	0.0025102	0.0066624	-5.539
95355000	163.4496992	98.3223202	85.0519533	82.5183678	63.4367435	20.9807378	9.7676556	5.0021732	0.0041340	0.0032858	-11.067
95360000	164.5178691	100.1049680	86.8910133	83.9428239	65.0299884	24.9025824	12.3499061	6.7685880	0.0031783	0.0038151	-8.739
95365000	160.6064121	94.5968997	82.9934162	79.9314927	62.4421463	22.0408597	10.8871671	5.8995157	0.0050850	0.0036107	-2.191
95370000	164.8441416	90.4539896	82.1971316	79.8075103	63.8932458	23.3381255	9.2938335	4.5243996	0.0104400	0.0062911	-10.438
95375000	151.3522143	94.5893976	86.9320062	83.6394414	61.7384305	21.7126223	9.1632128	4.8620432	0.0082694	0.0105532	-4.326
95380000	165.1067467	101.9576378	89.5647197	86.7148013	64.7946376	26.0534309	12.7961555	6.4487229	0.0119000	0.0062014	-6.776
95385000	156.4394644	90.9564526	80.8360324	78.8037442	63.6111208	25.2752727	10.5481734	6.1629532	0.0052229	0.0170967	-11.218
95390000	160.2120193	90.8451642	78.3033682	76.0754709	61.6042460	22.5919742	11.2220593	6.3705270	0.0072467	0.0092760	-6.104
95395000	152.9910795	90.5102718	81.7708331	79.4893933	62.5692963	22.3033423	11.2200636	5.8437318	0.0165093	0.0089183	-10.343
95400000	161.0621977	92.5610358	85.4676812	83.4161775	63.0375400	25.8239985	13.8450017	6.5790490	0.0061427	0.0080124	-7.611
95405000	160.7680065	98.5448167	85.4776675	81.8819699	61.3155285	24.8132101	14.5494660	8.4536469	0.0362122	0.0159092	-3.216
95410000	164.6484508	96.0383764	83.3355633	80.9140840	61.7848213	24.3339611	12.7179950	6.8481976	0.0072867	0.0120898	-6.187
95415000	153.1060700	99.2672932	89.5540303	87.4811646	64.8028329	22.2875324	11.3907418	6.6059830	0.0059984	0.0051798	-4.261
95420000	150.2223531	96.7039602	86.6523049	84.2510606	60.0747896	25.6833021	10.2160980	5.3748126	0.0044341	0.0090116	-11.245
95425000	151.7177131	99.5627593	89.3791735	84.8164479	63.5753847	21.7224352	9.1955849	4.8171835	0.0047837	0.0059454	-8.378
95430000	163.9022285	98.0759389	86.1460571	83.7868191	65.8034171	22.4638597	10.6378943	5.7814225	0.0030219	0.0039542	-4.857
95435000	164.4378000	94.3213448	79.1344128	76.7152852	61.3414806	21.4855758	9.3841692	4.8053569	0.0029529	0.0059068	-5.332
95440000	153.9623773	92.5356375	81.1655953	78.9660923	60.4368968	25.8876305	9.1867704	4.4101085	0.0049451	0.0098090	-5.461
95445000	151.1458923	101.0565223	91.8367303	88.8256950	65.9646910	21.7119357	8.5407809	4.4940026	0.0037066	0.0080362	-8.641
95450000	153.3698996	97.6190605	87.1875905	84.9521210	66.0547538	24.2427696	8.2308067	4.3636593	0.0077852	0.0054246	-6.639
95455000	160.8895656	98.3242947	88.5079434	86.3478608	64.7819748	21.3165036	7.1679277	4.0650538	0.0074642	0.0049202	-5.293
95460000	167.0555044	93.9099523	84.5541642	81.6539981	63.0799497	22.3759358	8.4583281	4.6554641	0.0077474	0.0120535	-7.824
95465000	161.0514677	92.8332852	84.1378714	81.8869231	62.0872936	22.8890621	9.0371527	4.5465194	0.0054879	0.0033163	-4.281
95470000	154.6361190	98.8806310	90.7645282	87.8656835	64.2844775	24.4611724	12.4385181	7.8846333	0.0062725	0.0097054	-4.936
95475000	149.9607091	92.8180319	85.6369340	84.3620799	65.5449496	23.6034467	11.2835417	6.1084178	0.0054761	0.0136230	-1.820
95480000	157.8447230	91.5083295	82.0513897	79.2570319	61.8575463	28.4374954	12.7043696	6.6166502	0.0032254	0.0038036	-12.625
95485000	160.4163097	98.9439434	82.4183090	80.0981972	62.1766760	22.0551960	11.3872894	7.2539726	0.0039887	0.0058626	-5.223
95490000	161.3824825	101.0854777	84.0579968	81.1638911	61.9877550	25.5421277	11.7113128	6.8889882	0.0094810	0.0149101	-9.870
95495000	165.1980986	91.1534496	80.1357981	77.7033524	62.8916894	23.4944317	9.6114334	5.0461191	0.0049914	0.0062372	-5.384
95500000	166.0484982	95.7596364	84.6423491	82.1628158	65.1595245	21.2511511	8.8002935	4.6017738	0.0043774	0.0025063	-7.876
95505000	163.9062530	94.9297087	84.0929262	82.2879121	60.9684828	23.3741367	9.6696778	5.0765251	0.0051495	0.0068620	-6.849
95510000	160.5687677	97.5754278	86.6903306	83.5045638	64.4421456	25.4365766	13.6059559	7.4038059	0.0092046	0.0165164	-4.170
